2022-01-08 11:35:00, 0, 0
2022-01-08 12:00:09, 0, 0
2022-01-08 12:25:00, 0, 0
2022-01-08 12:30:00, 0, 0
2022-01-08 12:35:00, 0, 0
2022-01-08 12:40:00, 0, 1
2022-01-08 12:45:00, 0, 0
2022-01-08 12:50:00, 0, 0
2022-01-08 12:55:00, 0, 0
2022-01-08 13:00:00, 0, 0
2022-01-08 13:05:00, 0, 1
2022-01-08 13:10:00, 0, 0
2022-01-08 13:15:37, 0, 0
2022-01-08 13:20:00, 0, 0
2022-01-08 13:25:00, 0, 0
2022-01-08 13:35:00, 0, 0
2022-01-08 13:40:00, 0, 0
2022-01-08 13:45:14, 0, 0
2022-01-08 13:50:00, 0, 0
2022-01-08 13:55:00, 0, 0
2022-01-08 14:00:00, 0, 0
2022-01-08 14:05:00, 0, 0
2022-01-08 14:25:00, 0, 0
2022-01-08 14:30:00, 0, 0
2022-01-08 14:35:00, 0, 0
2022-01-08 14:40:00, 0, 0
2022-01-08 14:45:00, 0, 0
2022-01-08 14:50:00, 0, 1
2022-01-08 14:55:00, 0, 0
2022-01-08 15:00:00, 0, 0
2022-01-08 15:30:00, 0, 0
2022-01-08 16:00:48, 0, 0
2022-01-08 16:05:00, 0, 0
2022-01-08 16:10:00, 0, 0
2022-01-08 16:15:00, 0, 0
2022-01-08 16:20:00, 0, 0
