2022-01-08 11:35:00, 1, 1
2022-01-08 12:00:10, 1, 0
2022-01-08 12:25:00, 1, 0
2022-01-08 12:30:00, 1, 0
2022-01-08 12:35:00, 1, 0
2022-01-08 12:40:00, 1, 0
2022-01-08 12:45:00, 1, 0
2022-01-08 12:50:00, 1, 0
2022-01-08 12:55:00, 1, 0
2022-01-08 13:00:00, 1, 0
2022-01-08 13:05:00, 1, 0
2022-01-08 13:10:00, 1, 0
2022-01-08 13:15:00, 1, 0
2022-01-08 13:15:36, 1, 0
2022-01-08 13:20:00, 1, 0
2022-01-08 13:25:00, 1, 0
2022-01-08 13:35:00, 1, 0
2022-01-08 13:40:00, 1, 0
2022-01-08 13:45:14, 1, 0
2022-01-08 13:50:00, 1, 0
2022-01-08 13:55:00, 1, 0
2022-01-08 14:00:00, 1, 0
2022-01-08 14:05:00, 1, 0
2022-01-08 14:25:00, 1, 0
2022-01-08 14:30:00, 1, 0
2022-01-08 14:35:00, 1, 0
2022-01-08 14:40:00, 1, 1
2022-01-08 14:45:00, 1, 0
2022-01-08 14:50:00, 1, 0
2022-01-08 14:55:00, 1, 1
2022-01-08 15:00:00, 1, 0
2022-01-08 15:30:00, 1, 0
2022-01-08 15:35:00, 1, 1
2022-01-08 16:00:48, 1, 0
2022-01-08 16:05:00, 1, 0
